HotelName,StartRating,Value,Location,Sleep Quality,Rooms,Cleanliness,Service,Overall Rating,Continent of Origin,Travel Type
Pan Pacific Singapore,4.5 ,4 ,4 ,5 ,4 ,5 ,5 ,5 ,North America,Couple
Four Seasons Hotel Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,North America,Business
Marriott Hotel Singapore,4.5 ,1 ,3 ,3 ,3 ,4 ,1 ,2 ,North America,Business
Holiday Inn Singapore Orchard City Centre,4.0 ,4 ,4 ,5 ,4 ,5 ,5 ,4 ,North America,Business
Marriott Hotel Singapore,4.5 ,3 ,5 ,5 ,5 ,5 ,5 ,5 ,North America,Business
Grand Park Orchard,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,North America,Business
The Saff,3.5 ,1 ,3 ,1 ,1 ,3 ,2 ,1 ,North America,Business
Sheraton Towers Singapore,4.5 ,4 ,3 ,4 ,3 ,4 ,5 ,4 ,North America,Business
Hotel 81 Dickson,2.0 ,2 ,3 ,3 ,2 ,3 ,4 ,3 ,North America,Couple
Holiday Inn Atrium Singapore,4.0 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,Asia,Family
Ritz-Carlton Millenia Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
InterContinental Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Swissotel Merchant Court,4.0 ,2 ,4 ,2 ,1 ,2 ,4 ,2 ,Oceania,Business
Grand Park Orchard,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,4 ,Oceania,Business
Grand Mercure Roxy Singapore,4.0 ,2 ,3 ,4 ,3 ,4 ,3 ,3 ,Oceania,Business
Marina Bay Sands,5.0 ,3 ,3 ,5 ,3 ,5 ,5 ,4 ,Oceania,Business
Marina Bay Sands,5.0 ,1 ,2 ,5 ,5 ,5 ,2 ,3 ,Oceania,Business
Value Hotel Thomson,3.0 ,5 ,3 ,5 ,3 ,5 ,1 ,3 ,Oceania,Business
Royal Plaza on Scotts,4.5 ,4 ,5 ,5 ,5 ,5 ,4 ,5 ,Oceania,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Park Hotel Clarke Quay,4.0 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
The Scarlet Hotel,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Grand Mercure Roxy Singapore,4.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Marina Bay Sands,5.0 ,3 ,3 ,4 ,4 ,4 ,5 ,4 ,Oceania,Couple
Furama City Centre,4.0 ,3 ,3 ,5 ,3 ,4 ,3 ,4 ,Oceania,Couple
Grand Pacific Hotel,3.0 ,4 ,5 ,4 ,3 ,3 ,1 ,3 ,Oceania,Couple
Ritz-Carlton Millenia Singapore,5.0 ,3 ,3 ,5 ,5 ,5 ,5 ,4 ,Oceania,Family
Holiday Inn Singapore Orchard City Centre,4.0 ,4 ,5 ,4 ,4 ,5 ,4 ,4 ,Oceania,Family
Novotel Singapore Clarke Quay,4.0 ,4 ,4 ,4 ,4 ,4 ,4 ,5 ,Oceania,Family
Hotel Miramar,3.5 ,4 ,3 ,4 ,3 ,4 ,4 ,4 ,Oceania,Family
Somerset Liang Court,4.0 ,5 ,5 ,4 ,5 ,5 ,5 ,4 ,Oceania,Business
Swissotel The Stamford,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Marina Bay Sands,5.0 ,3 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Studio M Hotel,4.0 ,4 ,5 ,5 ,5 ,4 ,4 ,5 ,Oceania,Business
Albert Court Village Hotel,3.5 ,2 ,4 ,2 ,2 ,2 ,4 ,3 ,Oceania,Business
Value Hotel Nice,2.0 ,3 ,3 ,4 ,2 ,4 ,3 ,3 ,Oceania,Business
Shangri-La Hotel,5.0 ,3 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Conrad Centennial Singapore,5.0 ,5 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Royal Plaza on Scotts,4.5 ,3 ,4 ,4 ,5 ,5 ,4 ,5 ,Oceania,Couple
Swissotel The Stamford,4.5 ,4 ,5 ,4 ,4 ,5 ,4 ,4 ,Oceania,Couple
Ibis Singapore on Bencoolen,3.0 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Oceania,Couple
PARKROYAL on Beach Road,4.0 ,4 ,5 ,4 ,5 ,4 ,5 ,5 ,Oceania,Couple
PARKROYAL on Beach Road,4.0 ,3 ,3 ,2 ,3 ,5 ,4 ,3 ,Oceania,Couple
Grand Park City Hall,5.0 ,5 ,5 ,5 ,4 ,3 ,5 ,5 ,Oceania,Couple
Marina Bay Sands,5.0 ,3 ,4 ,4 ,4 ,4 ,3 ,4 ,Oceania,Couple
Aqueen Hotel Lavender,,4 ,3 ,5 ,4 ,5 ,3 ,4 ,Oceania,Couple
Value Hotel Thomson,3.0 ,3 ,3 ,1 ,1 ,4 ,1 ,1 ,Oceania,Couple
South East Asia Hotel,,5 ,4 ,3 ,3 ,3 ,4 ,3 ,Oceania,Couple
Peninsula Excelsior Hotel,3.5 ,3 ,5 ,2 ,2 ,4 ,3 ,3 ,Oceania,Couple
Fragrance Hotel - Emerald,2.0 ,5 ,3 ,4 ,3 ,5 ,4 ,4 ,Oceania,Couple
Hotel 81 - Palace,2.0 ,5 ,4 ,3 ,3 ,4 ,4 ,4 ,Oceania,Couple
Hotel 81 - Bencoolen,2.0 ,4 ,4 ,3 ,3 ,3 ,2 ,3 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,3 ,5 ,3 ,2 ,5 ,4 ,4 ,Oceania,Family
Swissotel The Stamford,4.5 ,5 ,5 ,4 ,5 ,5 ,4 ,5 ,Oceania,Family
Rendezvous Hotel Singapore,4.0 ,4 ,5 ,5 ,5 ,5 ,5 ,4 ,Oceania,Family
PARKROYAL on Kitchener Road,4.0 ,1 ,2 ,1 ,1 ,1 ,2 ,1 ,Oceania,Family
Orchard Hotel Singapore,4.0 ,3 ,4 ,4 ,3 ,3 ,3 ,3 ,Oceania,Family
PARKROYAL on Kitchener Road,4.0 ,2 ,5 ,3 ,3 ,3 ,3 ,3 ,Oceania,Business
M Hotel Singapore,4.0 ,3 ,4 ,5 ,4 ,5 ,4 ,4 ,Oceania,Couple
Quincy Hotel,4.0 ,4 ,4 ,4 ,4 ,5 ,4 ,4 ,Oceania,Business
Novotel Singapore Clarke Quay,4.0 ,3 ,5 ,5 ,4 ,5 ,5 ,5 ,Oceania,Business
Orchard Parade - A Far East Hotel,3.5 ,4 ,4 ,4 ,3 ,4 ,4 ,4 ,Oceania,Business
Albert Court Village Hotel,3.5 ,4 ,5 ,3 ,3 ,3 ,3 ,4 ,Oceania,Business
The St. Regis Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Park Hotel Clarke Quay,4.0 ,4 ,4 ,5 ,4 ,5 ,5 ,5 ,Oceania,Couple
Swissotel Merchant Court,4.0 ,4 ,5 ,3 ,3 ,3 ,1 ,3 ,Oceania,Couple
Ibis Singapore on Bencoolen,3.0 ,3 ,4 ,4 ,4 ,4 ,4 ,4 ,Oceania,Couple
PARKROYAL on Beach Road,4.0 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Holiday Inn Atrium Singapore,4.0 ,5 ,4 ,5 ,5 ,5 ,5 ,4 ,Oceania,Couple
Grand Mercure Roxy Singapore,4.0 ,3 ,5 ,3 ,4 ,4 ,4 ,3 ,Oceania,Couple
Furama RiverFront,4.0 ,5 ,3 ,5 ,5 ,5 ,5 ,4 ,Oceania,Couple
Carlton Hotel Singapore,4.0 ,3 ,5 ,4 ,4 ,5 ,3 ,4 ,Oceania,Couple
Hotel Royal at Queens,4.0 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Oceania,Couple
Studio M Hotel,4.0 ,2 ,3 ,1 ,3 ,3 ,1 ,1 ,Oceania,Couple
Landmark Village Hotel,3.0 ,1 ,3 ,2 ,1 ,1 ,1 ,1 ,Oceania,Couple
Shangri-La Hotel,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Shangri-La Hotel,5.0 ,3 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Grand Hyatt Singapore,5.0 ,3 ,3 ,4 ,4 ,5 ,2 ,3 ,Oceania,Family
Crowne Plaza Hotel Changi Airport,4.5 ,4 ,5 ,4 ,5 ,5 ,5 ,5 ,Oceania,Family
PARKROYAL on Beach Road,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Grand Park City Hall,5.0 ,4 ,5 ,4 ,3 ,4 ,5 ,4 ,Oceania,Family
Novotel Singapore Clarke Quay,4.0 ,5 ,5 ,4 ,4 ,4 ,5 ,5 ,Oceania,Family
PARKROYAL on Kitchener Road,4.0 ,3 ,5 ,4 ,5 ,5 ,5 ,4 ,Oceania,Family
Studio M Hotel,4.0 ,4 ,4 ,4 ,4 ,5 ,4 ,5 ,Oceania,Family
Swissotel The Stamford,4.5 ,2 ,5 ,3 ,3 ,3 ,3 ,2 ,Oceania,Business
PARKROYAL on Kitchener Road,4.0 ,1 ,3 ,1 ,1 ,2 ,3 ,2 ,Oceania,Couple
Albert Court Village Hotel,3.5 ,3 ,3 ,3 ,5 ,5 ,3 ,4 ,Europe,Couple
Albert Court Village Hotel,3.5 ,2 ,4 ,2 ,2 ,3 ,3 ,3 ,Asia,Couple
Marina Bay Sands,5.0 ,4 ,5 ,4 ,5 ,4 ,3 ,5 ,Asia,Business
Grand Hyatt Singapore,5.0 ,1 ,5 ,4 ,3 ,4 ,4 ,3 ,Asia,Family
Landmark Village Hotel,3.0 ,1 ,4 ,3 ,1 ,3 ,1 ,1 ,Asia,Family
Shangri-La Hotel,5.0 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Swissotel Merchant Court,4.0 ,4 ,5 ,4 ,4 ,5 ,4 ,4 ,Oceania,Family
Grand Park Orchard,5.0 ,3 ,5 ,5 ,4 ,5 ,3 ,4 ,Oceania,Family
Crowne Plaza Hotel Changi Airport,4.5 ,4 ,4 ,4 ,4 ,5 ,4 ,4 ,Oceania,Business
Marina Bay Sands,5.0 ,3 ,3 ,5 ,4 ,5 ,4 ,5 ,Oceania,Couple
Fairmont Singapore,4.5 ,2 ,4 ,2 ,1 ,2 ,2 ,2 ,North America,Business
Hilton Singapore,4.5 ,3 ,5 ,4 ,4 ,5 ,4 ,4 ,North America,Business
The Regent Singapore,5.0 ,3 ,4 ,4 ,4 ,4 ,4 ,4 ,North America,Business
Sheraton Towers Singapore,4.5 ,1 ,3 ,2 ,2 ,4 ,2 ,2 ,North America,Business
Swissotel Merchant Court,4.0 ,4 ,5 ,4 ,4 ,4 ,3 ,4 ,North America,Family
Pan Pacific Singapore,4.5 ,4 ,4 ,5 ,5 ,5 ,4 ,4 ,Oceania,Business
Pan Pacific Singapore,4.5 ,4 ,3 ,4 ,4 ,4 ,4 ,4 ,Oceania,Business
Pan Pacific Singapore,4.5 ,2 ,4 ,5 ,4 ,5 ,5 ,4 ,Oceania,Business
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Fullerton Hotel Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Holiday Inn Singapore Orchard City Centre,4.0 ,4 ,4 ,4 ,4 ,5 ,4 ,4 ,Oceania,Business
Royal Plaza on Scotts,4.5 ,5 ,5 ,4 ,5 ,4 ,5 ,5 ,Oceania,Business
Crowne Plaza Hotel Changi Airport,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Crowne Plaza Hotel Changi Airport,4.5 ,3 ,3 ,5 ,4 ,5 ,3 ,4 ,Oceania,Business
Crowne Plaza Hotel Changi Airport,4.5 ,3 ,4 ,4 ,3 ,4 ,3 ,3 ,Oceania,Business
The Regent Singapore,5.0 ,5 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Swissotel The Stamford,4.5 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Oceania,Business
Swissotel The Stamford,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Ibis Singapore on Bencoolen,3.0 ,5 ,5 ,4 ,4 ,5 ,5 ,4 ,Oceania,Business
Marriott Hotel Singapore,4.5 ,3 ,5 ,4 ,4 ,5 ,5 ,4 ,Oceania,Business
Marina Bay Sands,5.0 ,2 ,3 ,3 ,4 ,5 ,2 ,2 ,Oceania,Business
Carlton Hotel Singapore,4.0 ,3 ,5 ,5 ,5 ,5 ,5 ,4 ,Oceania,Business
Furama City Centre,4.0 ,5 ,5 ,3 ,4 ,5 ,5 ,4 ,Oceania,Business
Studio M Hotel,4.0 ,4 ,4 ,5 ,4 ,4 ,4 ,4 ,Oceania,Business
Orchard Parade - A Far East Hotel,3.5 ,4 ,5 ,5 ,4 ,4 ,3 ,4 ,Oceania,Business
Sheraton Towers Singapore,4.5 ,1 ,2 ,2 ,2 ,5 ,2 ,2 ,Oceania,Business
Landmark Village Hotel,3.0 ,3 ,4 ,4 ,4 ,4 ,4 ,3 ,Oceania,Business
"Mandarin Oriental, Singapore",5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
"Mandarin Oriental, Singapore",5.0 ,5 ,4 ,5 ,4 ,5 ,5 ,5 ,Oceania,Couple
"Mandarin Oriental, Singapore",5.0 ,2 ,3 ,4 ,3 ,5 ,5 ,4 ,Oceania,Couple
"Mandarin Oriental, Singapore",5.0 ,4 ,5 ,5 ,4 ,5 ,5 ,5 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,2 ,4 ,4 ,2 ,4 ,2 ,2 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,3 ,4 ,2 ,3 ,4 ,3 ,3 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,5 ,4 ,5 ,4 ,4 ,5 ,4 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,5 ,4 ,4 ,4 ,4 ,4 ,4 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,5 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,5 ,4 ,4 ,5 ,5 ,5 ,5 ,Oceania,Couple
Shangri-La Hotel,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Shangri-La Hotel,5.0 ,3 ,3 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Conrad Centennial Singapore,5.0 ,4 ,5 ,4 ,5 ,5 ,5 ,4 ,Oceania,Couple
Conrad Centennial Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Conrad Centennial Singapore,5.0 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,Oceania,Couple
Naumi Hotel,4.5 ,5 ,5 ,4 ,5 ,5 ,5 ,5 ,Oceania,Couple
Raffles Hotel Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Ritz-Carlton Millenia Singapore,5.0 ,4 ,5 ,4 ,4 ,5 ,5 ,4 ,Oceania,Couple
Ritz-Carlton Millenia Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Ritz-Carlton Millenia Singapore,5.0 ,3 ,3 ,4 ,4 ,4 ,4 ,4 ,Oceania,Couple
Ritz-Carlton Millenia Singapore,5.0 ,2 ,5 ,5 ,3 ,5 ,5 ,4 ,Oceania,Couple
Ritz-Carlton Millenia Singapore,5.0 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
InterContinental Singapore,5.0 ,4 ,5 ,4 ,5 ,5 ,4 ,4 ,Oceania,Couple
InterContinental Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
InterContinental Singapore,5.0 ,3 ,5 ,4 ,4 ,5 ,4 ,4 ,Oceania,Couple
Quincy Hotel,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Fullerton Hotel Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Fullerton Hotel Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Fullerton Hotel Singapore,5.0 ,3 ,5 ,5 ,3 ,5 ,3 ,3 ,Oceania,Couple
Fullerton Hotel Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Grand Hyatt Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Holiday Inn Singapore Orchard City Centre,4.0 ,4 ,4 ,4 ,4 ,5 ,4 ,4 ,Oceania,Couple
Royal Plaza on Scotts,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Royal Plaza on Scotts,4.5 ,4 ,4 ,4 ,4 ,5 ,5 ,4 ,Oceania,Couple
Royal Plaza on Scotts,4.5 ,4 ,5 ,5 ,4 ,5 ,5 ,5 ,Oceania,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,3 ,3 ,5 ,4 ,5 ,3 ,4 ,Oceania,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,2 ,4 ,3 ,4 ,4 ,2 ,1 ,Oceania,Couple
Hilton Singapore,4.5 ,2 ,4 ,4 ,4 ,5 ,5 ,4 ,Oceania,Couple
Hilton Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
The Regent Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Wangz Hotel,4.0 ,2 ,1 ,4 ,3 ,4 ,4 ,3 ,Oceania,Couple
Goodwood Park Hotel,4.0 ,1 ,4 ,3 ,1 ,3 ,3 ,3 ,Oceania,Couple
Swissotel The Stamford,4.5 ,3 ,5 ,5 ,5 ,5 ,5 ,4 ,Oceania,Couple
Swissotel The Stamford,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Swissotel Merchant Court,4.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Swissotel Merchant Court,4.0 ,4 ,5 ,5 ,4 ,4 ,5 ,5 ,Oceania,Couple
New Majestic Hotel,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Marina Mandarin Singapore,4.5 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,Oceania,Couple
Marina Mandarin Singapore,4.5 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,Oceania,Couple
The Scarlet Hotel,4.0 ,4 ,5 ,5 ,3 ,5 ,3 ,4 ,Oceania,Couple
"Traders Hotel, Singapore",4.0 ,4 ,4 ,4 ,3 ,4 ,4 ,4 ,Oceania,Couple
"Traders Hotel, Singapore",4.0 ,3 ,3 ,5 ,4 ,5 ,4 ,4 ,Oceania,Couple
Grand Park City Hall,5.0 ,5 ,5 ,4 ,4 ,5 ,5 ,5 ,Oceania,Couple
Holiday Inn Atrium Singapore,4.0 ,2 ,3 ,3 ,1 ,3 ,4 ,3 ,Oceania,Couple
Rendezvous Hotel Singapore,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Rendezvous Hotel Singapore,4.0 ,3 ,5 ,5 ,4 ,4 ,5 ,4 ,Oceania,Couple
Rendezvous Hotel Singapore,4.0 ,3 ,4 ,4 ,4 ,5 ,4 ,4 ,Oceania,Couple
Marina Bay Sands,5.0 ,1 ,2 ,1 ,1 ,4 ,1 ,1 ,Oceania,Couple
Marina Bay Sands,5.0 ,3 ,5 ,5 ,5 ,5 ,4 ,4 ,Oceania,Couple
Marina Bay Sands,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Marina Bay Sands,5.0 ,5 ,5 ,5 ,5 ,5 ,4 ,4 ,Oceania,Couple
Marina Bay Sands,5.0 ,1 ,2 ,2 ,1 ,2 ,1 ,1 ,Oceania,Couple
Grand Copthorne Waterfront Hotel,4.0 ,5 ,3 ,5 ,5 ,5 ,4 ,5 ,Oceania,Couple
Aqueen Hotel Lavender,,5 ,4 ,2 ,4 ,4 ,5 ,4 ,Oceania,Couple
PARKROYAL on Kitchener Road,4.0 ,3 ,4 ,4 ,4 ,4 ,5 ,4 ,Oceania,Couple
Hotel 1929,3.0 ,5 ,5 ,4 ,4 ,5 ,5 ,5 ,Oceania,Couple
Perak Hotel,2.5 ,5 ,5 ,4 ,5 ,4 ,5 ,5 ,Oceania,Couple
Hotel Royal at Queens,4.0 ,3 ,4 ,5 ,4 ,4 ,3 ,4 ,Oceania,Couple
Hotel Royal at Queens,4.0 ,3 ,4 ,4 ,4 ,4 ,3 ,4 ,Oceania,Couple
South East Asia Hotel,,5 ,5 ,4 ,4 ,4 ,5 ,5 ,Oceania,Couple
Peninsula Excelsior Hotel,3.5 ,4 ,5 ,5 ,4 ,4 ,3 ,4 ,Oceania,Couple
Peninsula Excelsior Hotel,3.5 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,Oceania,Couple
Peninsula Excelsior Hotel,3.5 ,5 ,5 ,4 ,4 ,4 ,5 ,4 ,Oceania,Couple
Grand Pacific Hotel,3.0 ,5 ,5 ,5 ,4 ,4 ,4 ,4 ,Oceania,Couple
Grand Pacific Hotel,3.0 ,2 ,3 ,2 ,1 ,2 ,3 ,2 ,Oceania,Couple
Copthorne Orchid Hotel Singapore,3.5 ,2 ,2 ,3 ,2 ,4 ,2 ,2 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,4 ,5 ,5 ,4 ,5 ,5 ,5 ,Oceania,Family
Pan Pacific Singapore,4.5 ,3 ,4 ,3 ,3 ,4 ,4 ,3 ,Oceania,Family
Pan Pacific Singapore,4.5 ,5 ,4 ,5 ,4 ,5 ,5 ,5 ,Oceania,Family
Pan Pacific Singapore,4.5 ,4 ,5 ,4 ,5 ,4 ,5 ,5 ,Oceania,Family
Shangri-La Hotel,5.0 ,5 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Shangri-La Hotel,5.0 ,5 ,4 ,5 ,5 ,4 ,4 ,5 ,Oceania,Family
Naumi Hotel,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Raffles Hotel Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
InterContinental Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Fullerton Hotel Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Holiday Inn Singapore Orchard City Centre,4.0 ,5 ,4 ,5 ,5 ,4 ,4 ,4 ,Oceania,Family
Holiday Inn Singapore Orchard City Centre,4.0 ,4 ,5 ,4 ,4 ,5 ,4 ,4 ,Oceania,Family
Crowne Plaza Hotel Changi Airport,4.5 ,3 ,5 ,4 ,5 ,5 ,4 ,5 ,Oceania,Family
Park Hotel Clarke Quay,4.0 ,1 ,3 ,3 ,3 ,3 ,1 ,1 ,Oceania,Family
Goodwood Park Hotel,4.0 ,1 ,4 ,1 ,1 ,3 ,1 ,1 ,Oceania,Family
Swissotel The Stamford,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Swissotel The Stamford,4.5 ,3 ,4 ,5 ,4 ,5 ,3 ,4 ,Oceania,Family
Swissotel The Stamford,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
PARKROYAL on Kitchener Road,4.0 ,3 ,2 ,2 ,3 ,4 ,3 ,3 ,Oceania,Family
PARKROYAL on Kitchener Road,4.0 ,4 ,5 ,5 ,5 ,5 ,5 ,4 ,Oceania,Family
Concorde Hotel Singapore,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Furama City Centre,4.0 ,4 ,5 ,4 ,3 ,3 ,3 ,3 ,Oceania,Family
York Hotel,4.0 ,2 ,3 ,4 ,3 ,3 ,1 ,2 ,Oceania,Family
YWCA Fort Canning Lodge,3.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Grand Pacific Hotel,3.0 ,5 ,4 ,3 ,2 ,4 ,4 ,4 ,Oceania,Family
Landmark Village Hotel,3.0 ,3 ,4 ,4 ,4 ,4 ,3 ,3 ,Oceania,Family
Landmark Village Hotel,3.0 ,4 ,4 ,3 ,3 ,2 ,3 ,4 ,Oceania,Family
Landmark Village Hotel,3.0 ,3 ,4 ,4 ,4 ,4 ,4 ,3 ,Oceania,Family
Hotel Bencoolen,,2 ,5 ,4 ,2 ,4 ,3 ,4 ,Oceania,Family
Broadway Hotel Singapore,,3 ,5 ,3 ,3 ,2 ,3 ,3 ,Oceania,Family
Ibis Singapore on Bencoolen,3.0 ,3 ,3 ,4 ,3 ,4 ,4 ,4 ,Oceania,Couple
PARKROYAL on Kitchener Road,4.0 ,4 ,5 ,4 ,4 ,4 ,3 ,4 ,Europe,Business
PARKROYAL on Kitchener Road,4.0 ,4 ,5 ,4 ,4 ,4 ,3 ,4 ,Europe,Couple
Albert Court Village Hotel,3.5 ,3 ,4 ,3 ,3 ,4 ,4 ,3 ,Europe,Business
Marina Bay Sands,5.0 ,1 ,4 ,4 ,3 ,3 ,2 ,2 ,Europe,Couple
Fairmont Singapore,4.5 ,3 ,5 ,4 ,4 ,5 ,4 ,4 ,Europe,Business
Grand Mercure Roxy Singapore,4.0 ,5 ,4 ,5 ,5 ,5 ,5 ,4 ,Europe,Couple
Shangri-La Hotel,5.0 ,4 ,5 ,4 ,4 ,5 ,5 ,5 ,Europe,Couple
Conrad Centennial Singapore,5.0 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Shangri-La Hotel,5.0 ,4 ,3 ,5 ,5 ,4 ,5 ,5 ,Europe,Couple
Grand Hyatt Singapore,5.0 ,4 ,5 ,4 ,5 ,5 ,5 ,5 ,Europe,Family
Park Hotel Clarke Quay,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
Marina Bay Sands,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,North America,Couple
Fragrance Hotel - Emerald,2.0 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,Asia,Family
Marina Bay Sands,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
Albert Court Village Hotel,3.5 ,3 ,4 ,5 ,4 ,5 ,4 ,2 ,Asia,Business
Marriott Hotel Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Business
Novotel Singapore Clarke Quay,4.0 ,2 ,5 ,3 ,3 ,4 ,2 ,2 ,Asia,Business
Carlton Hotel Singapore,4.0 ,1 ,4 ,2 ,2 ,3 ,1 ,1 ,Asia,Business
Quincy Hotel,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Couple
Ibis Singapore on Bencoolen,3.0 ,3 ,4 ,3 ,3 ,5 ,3 ,3 ,Asia,Couple
